                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.44231,                0.29964,                0.85724,                 0.9816,                0.98182,                0.99192,                0.87605,                0.48223,                0.29379,                0.87317,               0.002179,               0.002179,               0.002179
                     81,                0.42864,                 0.2896,                0.85175,                0.97941,                0.98932,                0.99183,                0.88009,                0.47706,                0.27819,                0.86748,                0.00208,                0.00208,                0.00208
                     82,                0.42441,                0.29346,                0.85444,                0.97895,                0.98947,                0.99187,                0.87473,                0.48072,                0.28229,                0.86863,               0.001981,               0.001981,               0.001981
                     83,                0.42166,                0.28446,                0.84845,                0.98267,                0.98794,                0.99265,                0.87317,                0.47512,                0.28183,                0.86911,               0.001882,               0.001882,               0.001882
                     84,                0.41479,                0.28081,                0.84983,                0.98093,                0.99137,                0.99207,                0.86896,                0.47848,                0.28271,                 0.8681,               0.001783,               0.001783,               0.001783
                     85,                0.41076,                0.27953,                0.84768,                  0.979,                0.99073,                0.99133,                0.87768,                0.47183,                0.27408,                0.86371,               0.001684,               0.001684,               0.001684
                     86,                0.41205,                0.27749,                0.84487,                0.98091,                0.98848,                0.99241,                 0.8743,                0.46468,                0.27414,                0.86528,               0.001585,               0.001585,               0.001585
                     87,                0.40378,                0.27037,                0.84383,                0.98088,                0.98606,                 0.9919,                0.88246,                0.46389,                  0.272,                0.86621,               0.001486,               0.001486,               0.001486
                     88,                 0.4057,                0.27254,                0.84526,                0.97803,                0.98615,                0.99215,                0.87688,                0.47461,                0.28785,                0.86809,               0.001387,               0.001387,               0.001387
                     89,                0.41617,                0.27938,                0.85139,                0.97275,                0.98778,                0.99146,                0.87537,                0.47439,                0.28761,                0.86761,               0.001288,               0.001288,               0.001288
                     90,                0.40611,                0.27208,                0.85025,                0.97775,                0.98549,                0.99178,                0.87347,                0.46619,                0.28043,                0.86598,               0.001189,               0.001189,               0.001189
                     91,                0.39375,                0.26907,                0.84371,                 0.9764,                0.98947,                0.99218,                0.87481,                0.46792,                0.27905,                 0.8662,                0.00109,                0.00109,                0.00109
                     92,                 0.4117,                0.27345,                0.85135,                0.97835,                0.98837,                0.99288,                0.87423,                0.47074,                0.27232,                0.86743,               0.000991,               0.000991,               0.000991
                     93,                0.39613,                0.26452,                0.84236,                0.97995,                0.98903,                0.99259,                0.87327,                0.47553,                0.26999,                0.86652,               0.000892,               0.000892,               0.000892
                     94,                0.40233,                0.27101,                0.84362,                0.97897,                0.98823,                0.99206,                0.87801,                0.46742,                0.26927,                0.86656,               0.000793,               0.000793,               0.000793
                     95,                0.40037,                0.27035,                0.84254,                0.97916,                0.98711,                0.99241,                0.87831,                0.46692,                 0.2673,                0.86466,               0.000694,               0.000694,               0.000694
                     96,                0.38696,                0.26606,                0.84354,                 0.9821,                0.98391,                0.99219,                0.88027,                0.47004,                0.26958,                0.86475,               0.000595,               0.000595,               0.000595
                     97,                0.39317,                0.26745,                0.84343,                0.98367,                0.98011,                0.99202,                0.87974,                0.47163,                0.27458,                0.86576,               0.000496,               0.000496,               0.000496
                     98,                 0.3901,                0.25951,                0.84364,                 0.9849,                0.98061,                0.99217,                0.88295,                0.46727,                0.26922,                0.86422,               0.000397,               0.000397,               0.000397
                     99,                0.39577,                0.26493,                0.84281,                0.97659,                0.98787,                0.99257,                0.88611,                 0.4628,                0.27182,                 0.8631,               0.000298,               0.000298,               0.000298
