                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.8986,                 5.1366,                 1.6239,                      0,                      0,                      0,                      0,                0.87869,                    inf,                  0.936,                 0.0811,                 0.0021,                 0.0021
                      1,                 0.9109,                 4.2518,                0.96498,                0.03424,                0.07006,                0.02902,                0.02416,                  0.731,                    inf,                0.87971,               0.061291,              0.0042915,              0.0042915
                      2,                0.95336,                 3.4036,                0.96343,                0.03091,                0.14316,                  0.054,                0.04316,                0.72506,                    inf,                0.91047,               0.041474,              0.0064743,              0.0064743
                      3,                0.96824,                 2.8625,                0.98384,                0.05444,                0.30845,                0.10452,                0.07117,                 1.0018,                    inf,                 1.0128,               0.021648,              0.0086483,              0.0086483
                      4,                0.97678,                 2.4183,                0.99075,                0.33291,                0.29147,                0.13011,                0.09656,                0.89786,                    inf,                 1.0925,              0.0099208,              0.0099208,              0.0099208
                      5,                0.97012,                  1.976,                0.99072,                0.43214,                0.29335,                0.18097,                0.14049,                 0.8486,                    inf,                0.99676,              0.0099208,              0.0099208,              0.0099208
                      6,                0.91843,                 1.6962,                0.96909,                0.47813,                0.29774,                0.22379,                0.18035,                0.73632,                    inf,                0.97326,               0.009901,               0.009901,               0.009901
                      7,                0.84163,                 1.5531,                0.96216,                0.48984,                 0.3579,                0.29041,                 0.2203,                 0.8579,                    inf,                0.99859,              0.0098812,              0.0098812,              0.0098812
                      8,                0.81718,                 1.4446,                0.95607,                0.59911,                0.39421,                0.35547,                0.28874,                0.72444,                 1.5334,                0.97143,              0.0098614,              0.0098614,              0.0098614
                      9,                0.81212,                 1.3101,                0.95166,                0.63577,                0.40374,                0.42564,                 0.3518,                0.66935,                 1.3248,                0.92944,              0.0098416,              0.0098416,              0.0098416
                     10,                0.77755,                 1.2112,                 0.9394,                0.65956,                0.44174,                0.45745,                0.35567,                0.80526,                 1.2428,                 1.0181,              0.0098218,              0.0098218,              0.0098218
                     11,                0.78498,                 1.1099,                0.93347,                0.68651,                0.51161,                0.55077,                 0.4638,                0.60892,                 1.0275,                0.91777,               0.009802,               0.009802,               0.009802
                     12,                0.75906,                 1.0587,                0.94097,                0.73121,                   0.52,                0.57556,                0.46563,                0.70816,                 1.0477,                  0.928,              0.0097822,              0.0097822,              0.0097822
