                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    728,                   0.67,                 0.6293,                0.47022,                0.89755,                0.95356,                   0.95,                0.94906,                0.72858,                 0.9357,                0.93221,                0.92762,                0.53789,                0.78947,                 1.7818,                0.47287,                0.94066,              0.0028027,              0.0028027,              0.0028027
                    729,                0.60515,                0.58852,                0.38934,                0.83873,                0.94338,                0.94867,                0.94361,                  0.721,                0.92547,                0.92798,                0.92404,                0.52663,                0.79727,                  1.782,                0.47591,                0.94224,              0.0027928,              0.0027928,              0.0027928
                    730,                0.61804,                0.59036,                0.39336,                0.83793,                0.94301,                 0.9422,                 0.9449,                0.72274,                 0.9252,                0.92444,                0.92661,                0.52878,                0.80532,                  1.779,                0.46408,                0.93985,              0.0027829,              0.0027829,              0.0027829
                    731,                0.60986,                0.60742,                0.39271,                0.83762,                0.94304,                0.94274,                0.94557,                 0.7267,                 0.9288,                0.92851,                0.93433,                0.53854,                0.79861,                 1.7434,                0.46284,                0.93673,               0.002773,               0.002773,               0.002773
                    732,                0.61817,                0.59096,                0.39977,                0.83967,                0.95271,                0.94306,                0.94922,                0.73095,                0.93824,                0.92883,                0.93699,                0.54154,                0.78937,                 1.6939,                0.43077,                0.92953,              0.0027631,              0.0027631,              0.0027631
                    733,                0.60335,                0.58686,                0.39532,                0.83978,                 0.9503,                 0.9526,                0.94591,                0.74213,                 0.9361,                0.93836,                0.93448,                0.54182,                0.76186,                 1.6029,                 0.4296,                0.92371,              0.0027532,              0.0027532,              0.0027532
                    734,                0.60106,                0.57943,                0.38875,                0.83548,                0.94992,                0.95018,                0.94976,                0.74698,                0.93569,                0.93594,                0.93832,                0.54433,                0.76614,                 1.6296,                0.43422,                0.92408,              0.0027433,              0.0027433,              0.0027433
                    735,                0.60403,                0.54917,                 0.3904,                0.84336,                0.95175,                 0.9395,                0.95026,                0.74363,                0.94484,                0.91435,                0.93631,                0.52955,                0.78559,                 1.7045,                0.44918,                0.93025,              0.0027334,              0.0027334,              0.0027334
                    736,                0.60692,                0.59517,                0.40401,                0.83776,                0.95178,                 0.9395,                0.94832,                0.73944,                0.93376,                0.92171,                0.93576,                0.52849,                0.80319,                  1.745,                0.45007,                0.93636,              0.0027235,              0.0027235,              0.0027235
                    737,                0.61288,                 0.5939,                0.40416,                0.84377,                0.94985,                0.94373,                0.94332,                0.73418,                0.93195,                0.92593,                0.92519,                0.51968,                0.82195,                 1.8784,                0.44869,                0.93798,              0.0027136,              0.0027136,              0.0027136
                    738,                0.59608,                0.54831,                0.38349,                 0.8372,                0.95016,                0.94985,                0.94352,                0.73577,                0.93237,                0.93211,                0.92272,                0.52325,                0.79298,                 1.8752,                0.45435,                0.93342,              0.0027037,              0.0027037,              0.0027037
                    739,                0.59385,                0.54476,                0.38609,                0.83222,                0.94942,                0.95018,                0.94689,                0.74488,                0.93236,                0.93206,                0.92817,                0.53408,                0.77142,                 1.8026,                0.46222,                0.92684,              0.0026938,              0.0026938,              0.0026938
                    740,                0.60316,                0.58124,                0.38708,                0.84073,                0.94646,                0.95018,                0.94706,                0.74617,                0.92787,                0.93238,                0.92989,                0.53817,                0.76136,                 1.7815,                0.45067,                0.92622,              0.0026839,              0.0026839,              0.0026839
                    741,                0.61112,                 0.5731,                0.39066,                0.83412,                0.95503,                0.94306,                0.94446,                0.74412,                0.94025,                0.92883,                0.92931,                0.54109,                0.76167,                 1.8179,                0.44809,                0.93049,               0.002674,               0.002674,               0.002674
                    742,                0.60656,                0.57812,                0.39055,                 0.8404,                0.95318,                0.94195,                0.93812,                0.73805,                0.93846,                0.92256,                0.91572,                0.53504,                0.76677,                 1.8026,                0.44686,                 0.9331,              0.0026641,              0.0026641,              0.0026641
                    743,                0.60106,                0.56843,                0.40176,                0.84609,                0.95199,                0.94306,                0.94119,                0.74086,                 0.9421,                0.92647,                0.91933,                0.53447,                0.77116,                  1.775,                0.46778,                0.93101,              0.0026542,              0.0026542,              0.0026542
                    744,                0.62266,                0.61242,                0.41604,                0.84734,                 0.9531,                0.94026,                0.94448,                0.73716,                0.94008,                0.92527,                0.91837,                0.52324,                0.78429,                 1.7467,                0.46232,                0.93033,              0.0026443,              0.0026443,              0.0026443
                    745,                0.58283,                0.56396,                0.38349,                0.83316,                0.95264,                0.95018,                0.93909,                0.73485,                0.93193,                0.92573,                0.91383,                0.52394,                0.79469,                 1.7328,                0.45376,                0.92694,              0.0026344,              0.0026344,              0.0026344
                    746,                0.59833,                0.59152,                0.39295,                 0.8471,                0.95662,                0.94162,                0.94872,                0.73828,                0.93466,                0.93238,                0.92794,                0.52426,                0.79376,                 1.7307,                0.44467,                0.92448,              0.0026245,              0.0026245,              0.0026245
                    747,                0.62038,                0.57894,                0.39346,                0.83809,                0.95333,                0.94503,                0.94603,                0.74102,                0.93898,                0.93091,                0.92752,                0.52587,                0.77925,                 1.6424,                0.44073,                0.92192,              0.0026146,              0.0026146,              0.0026146
                    748,                0.60626,                0.57486,                0.39433,                0.84422,                0.95483,                0.94306,                0.94042,                  0.739,                0.94386,                0.93238,                0.92457,                0.52812,                0.76995,                 1.5852,                0.44202,                0.92141,              0.0026047,              0.0026047,              0.0026047
                    749,                0.60546,                0.57264,                0.39423,                 0.8331,                0.95505,                0.94306,                 0.9436,                0.73646,                0.94187,                0.92264,                0.92215,                0.52695,                0.76621,                 1.5826,                0.44498,                0.93193,              0.0025948,              0.0025948,              0.0025948
                    750,                0.60078,                0.55316,                0.38665,                0.83454,                0.94983,                 0.9395,                0.94541,                0.73458,                0.93544,                0.92527,                0.92334,                0.53169,                0.76763,                 1.5694,                0.45853,                0.93094,              0.0025849,              0.0025849,              0.0025849
                    751,                0.59277,                0.55874,                0.38276,                0.83978,                0.94837,                0.95018,                0.94797,                0.73287,                0.93416,                0.93594,                0.92601,                 0.5323,                0.77577,                 1.6413,                0.44587,                0.92922,               0.002575,               0.002575,               0.002575
                    752,                 0.5867,                0.58776,                0.38978,                0.83469,                0.95013,                0.94928,                0.94658,                0.73387,                0.94561,                0.92811,                0.93177,                 0.5366,                0.78541,                  1.703,                0.43812,                0.93103,              0.0025651,              0.0025651,              0.0025651
                    753,                0.60193,                0.57771,                0.38908,                0.83234,                0.96011,                0.94226,                0.95284,                0.73846,                0.94923,                0.93159,                0.93741,                0.53784,                0.79708,                 1.8329,                0.44747,                0.93097,              0.0025552,              0.0025552,              0.0025552
                    754,                0.60754,                0.56706,                0.39272,                0.83318,                0.97014,                 0.9249,                 0.9544,                0.74416,                0.95894,                0.91428,                0.93874,                0.53645,                0.79882,                 1.8715,                0.44266,                0.93371,              0.0025453,              0.0025453,              0.0025453
                    755,                0.61189,                0.58464,                0.39555,                0.84308,                0.95774,                0.93238,                0.95212,                0.74659,                 0.9467,                0.92171,                0.93484,                0.53797,                0.77357,                 1.7906,                0.41929,                0.93066,              0.0025354,              0.0025354,              0.0025354
                    756,                 0.5899,                0.56814,                0.39054,                0.83149,                0.95283,                0.93453,                0.95161,                0.74741,                0.95182,                0.91403,                0.93367,                0.54493,                0.77715,                 1.7165,                0.42772,                0.93241,              0.0025255,              0.0025255,              0.0025255
                    757,                0.59495,                0.56047,                0.38731,                0.83728,                0.94302,                0.94238,                0.94301,                0.74398,                0.93234,                0.93174,                 0.9347,                0.55142,                0.76811,                  1.654,                0.42544,                0.93444,              0.0025156,              0.0025156,              0.0025156
                    758,                0.60693,                 0.5852,                0.38665,                0.83959,                0.95278,                0.93346,                0.94009,                 0.7428,                0.93825,                0.91923,                0.92145,                0.54785,                0.76668,                 1.6357,                0.43304,                0.93454,              0.0025057,              0.0025057,              0.0025057
                    759,                0.59116,                0.57786,                0.39188,                0.84063,                0.95605,                0.93594,                0.94186,                0.74507,                0.93923,                0.91815,                0.92063,                0.55045,                0.77671,                 1.7446,                0.44065,                 0.9328,              0.0024958,              0.0024958,              0.0024958
                    760,                0.60943,                0.57898,                0.39669,                 0.8377,                0.95184,                0.94306,                0.94804,                0.75049,                0.94543,                0.92474,                0.93188,                0.55098,                0.78668,                 1.8454,                0.45089,                0.93462,              0.0024859,              0.0024859,              0.0024859
                    761,                0.58585,                0.57178,                0.38387,                0.84223,                0.95031,                0.95282,                0.94832,                0.75267,                0.93793,                0.91419,                0.91868,                0.54653,                0.78274,                 1.8295,                0.45506,                0.93287,               0.002476,               0.002476,               0.002476
                    762,                0.58404,                0.57812,                0.38504,                0.83793,                0.95675,                0.94474,                 0.9499,                   0.75,                0.94734,                0.92171,                 0.9298,                0.54088,                0.77733,                  1.804,                0.43447,                0.93091,              0.0024661,              0.0024661,              0.0024661
                    763,                0.60838,                0.57793,                0.39196,                0.83643,                 0.9505,                0.94662,                0.95028,                 0.7409,                0.94167,                0.91929,                0.92685,                0.53565,                0.78388,                 1.8232,                0.43418,                0.93065,              0.0024562,              0.0024562,              0.0024562
                    764,                0.61451,                0.55823,                0.39859,                0.82954,                0.94869,                0.95374,                0.94868,                0.74229,                0.94817,                0.91143,                0.92371,                0.53898,                0.78076,                 1.8039,                0.44954,                0.93104,              0.0024463,              0.0024463,              0.0024463
                    765,                0.61579,                0.56795,                0.40077,                0.83857,                0.94691,                0.95206,                0.95001,                0.73698,                0.94197,                0.92426,                0.92372,                0.53557,                0.78283,                 1.8386,                0.45299,                0.94149,              0.0024364,              0.0024364,              0.0024364
                    766,                 0.6012,                0.56969,                0.38777,                 0.8366,                0.94697,                0.95332,                 0.9482,                0.73173,                0.93284,                0.93914,                0.92698,                0.53509,                0.79633,                 1.9134,                0.44995,                0.94319,              0.0024265,              0.0024265,              0.0024265
                    767,                0.60018,                0.54896,                 0.3852,                0.84215,                0.95659,                0.95018,                0.94645,                0.73638,                0.94226,                0.93594,                0.92621,                0.52344,                0.78697,                 1.9943,                0.44541,                0.93719,              0.0024166,              0.0024166,              0.0024166
                    768,                0.58165,                0.54797,                0.38234,                0.83504,                0.95361,                0.94662,                0.94668,                0.73215,                 0.9321,                0.92527,                0.91667,                0.51974,                0.78148,                  1.918,                0.43988,                 0.9362,              0.0024067,              0.0024067,              0.0024067
                    769,                 0.5892,                0.55915,                0.37794,                0.83566,                0.95356,                0.94986,                  0.948,                0.73616,                0.92265,                0.93383,                0.92012,                 0.5219,                0.77078,                 1.8237,                 0.4474,                0.93992,              0.0023968,              0.0023968,              0.0023968
                    770,                0.60114,                0.57275,                 0.3923,                0.83516,                  0.954,                0.94662,                0.94807,                0.73552,                0.94217,                0.92775,                 0.9213,                0.52917,                0.76734,                 1.7629,                  0.439,                0.94607,              0.0023869,              0.0023869,              0.0023869
                    771,                0.58803,                0.56667,                0.38306,                0.83762,                0.95264,                0.95018,                0.95039,                0.73933,                0.94188,                0.92276,                0.92659,                0.53538,                0.75538,                 1.7438,                0.42845,                0.94809,               0.002377,               0.002377,               0.002377
                    772,                0.58779,                0.56344,                0.38501,                0.83178,                0.95292,                0.95018,                0.94651,                0.73657,                  0.935,                0.93238,                0.93092,                0.53165,                0.76204,                 1.7827,                0.43293,                0.94557,              0.0023671,              0.0023671,              0.0023671
                    773,                0.57945,                 0.5435,                0.38501,                0.83452,                0.94696,                 0.9531,                0.94295,                0.73984,                0.92575,                0.93174,                 0.9259,                 0.5327,                0.77197,                 1.8998,                0.44605,                0.94408,              0.0023572,              0.0023572,              0.0023572
                    774,                0.60391,                0.59846,                0.39149,                0.83788,                0.94983,                0.95374,                 0.9442,                0.74104,                0.92129,                0.92527,                0.91553,                0.52265,                0.78502,                 1.9446,                0.46447,                0.94113,              0.0023473,              0.0023473,              0.0023473
                    775,                0.59323,                0.58613,                0.38475,                0.84163,                0.95279,                0.95374,                0.94485,                0.73562,                0.92375,                0.92527,                0.91481,                0.51898,                0.77916,                   1.87,                0.47456,                0.93539,              0.0023374,              0.0023374,              0.0023374
                    776,                0.61338,                0.59965,                0.41362,                0.85458,                0.95189,                0.95018,                0.94429,                0.73286,                  0.935,                0.92138,                0.91603,                0.51698,                0.78576,                 1.7775,                0.47691,                0.93168,              0.0023275,              0.0023275,              0.0023275
                    777,                0.58265,                0.55623,                0.37476,                0.83729,                0.95046,                0.95585,                0.94237,                0.73482,                0.92923,                0.93459,                0.92152,                0.52247,                0.77726,                 1.6989,                0.45014,                  0.932,              0.0023176,              0.0023176,              0.0023176
                    778,                0.59119,                0.57574,                0.37987,                0.83234,                0.94933,                0.95018,                0.94253,                0.73204,                0.93415,                0.92883,                0.92639,                 0.5272,                0.78572,                 1.7377,                0.44237,                0.93357,              0.0023077,              0.0023077,              0.0023077
                    779,                0.58177,                0.55779,                0.37735,                0.83327,                0.94638,                 0.9573,                0.94733,                0.73825,                0.92524,                0.93594,                0.92487,                 0.5321,                0.78328,                  1.713,                0.43882,                0.93721,              0.0022978,              0.0022978,              0.0022978
                    780,                0.58657,                0.54151,                0.38545,                0.84114,                0.94323,                 0.9573,                0.94901,                0.73863,                0.92217,                0.93594,                0.92553,                0.53427,                0.78752,                 1.7192,                0.43104,                0.93472,              0.0022879,              0.0022879,              0.0022879
                    781,                0.57311,                0.54974,                0.37378,                0.83298,                0.95695,                0.95018,                0.94865,                0.74143,                0.94215,                0.92735,                0.92446,                0.53294,                0.78973,                 1.6923,                0.44677,                0.93363,               0.002278,               0.002278,               0.002278
                    782,                0.58256,                0.57368,                0.38684,                0.83702,                0.96311,                0.94662,                0.94499,                0.73869,                0.94862,                0.93238,                0.93226,                0.53831,                0.78921,                 1.6978,                0.44754,                0.92656,              0.0022681,              0.0022681,              0.0022681
                    783,                0.58934,                0.56315,                0.37945,                 0.8433,                0.96389,                0.95006,                0.94589,                0.74118,                0.94858,                0.93238,                0.92965,                0.53172,                0.80332,                 1.8133,                0.45917,                0.92416,              0.0022582,              0.0022582,              0.0022582
                    784,                0.57392,                0.55746,                0.37696,                0.83826,                0.96054,                0.95289,                0.94612,                0.74101,                0.94868,                0.93238,                0.92814,                 0.5321,                0.80891,                 1.8234,                0.46689,                0.92415,              0.0022483,              0.0022483,              0.0022483
                    785,                0.61128,                0.55149,                0.39157,                0.83799,                0.95937,                0.95374,                 0.9528,                0.73558,                0.93778,                0.93238,                0.92889,                0.53547,                0.81629,                 1.8705,                0.46208,                0.93364,              0.0022384,              0.0022384,              0.0022384
                    786,                0.58447,                0.58493,                0.38026,                0.83891,                 0.9641,                0.95574,                0.95096,                0.73931,                0.94096,                0.93238,                0.92894,                0.54224,                0.80233,                 1.7523,                0.43567,                 0.9307,              0.0022285,              0.0022285,              0.0022285
                    787,                0.59642,                0.54784,                0.38413,                0.83762,                0.95727,                0.95679,                0.94843,                0.73788,                0.93841,                0.93238,                0.92329,                0.53839,                0.78261,                 1.7101,                0.43617,                0.92451,              0.0022186,              0.0022186,              0.0022186
                    788,                0.57972,                0.58823,                0.37978,                0.83393,                0.95442,                 0.9573,                0.94759,                0.73989,                 0.9426,                0.93496,                0.93019,                0.53612,                0.78132,                 1.7665,                0.42965,                0.92559,              0.0022087,              0.0022087,              0.0022087
                    789,                0.59413,                0.57472,                0.38694,                0.83633,                0.95621,                 0.9573,                0.94729,                0.74181,                0.94393,                0.92883,                0.92364,                0.53244,                 0.7764,                 1.8277,                0.42642,                0.92612,              0.0021988,              0.0021988,              0.0021988
                    790,                0.57252,                0.53904,                0.37898,                0.83615,                 0.9557,                 0.9573,                0.94847,                0.73936,                0.94235,                0.93081,                0.92959,                0.53255,                0.77437,                 1.8497,                0.43256,                0.92781,              0.0021889,              0.0021889,              0.0021889
                    791,                0.59157,                0.55919,                0.38562,                0.83323,                0.95712,                0.95317,                0.94873,                0.74494,                0.93927,                0.93238,                0.92977,                0.52673,                0.77075,                 1.8509,                 0.4318,                0.92829,               0.002179,               0.002179,               0.002179
                    792,                0.57681,                0.55017,                0.37511,                 0.8391,                0.95382,                0.95374,                0.94825,                0.74036,                0.93505,                0.93238,                0.92314,                0.52453,                0.78135,                 1.8642,                0.43167,                0.92813,              0.0021691,              0.0021691,              0.0021691
                    793,                0.58082,                0.55442,                0.37977,                0.83384,                0.95673,                0.95374,                0.94896,                0.74309,                 0.9351,                0.93238,                0.92452,                0.52813,                0.79037,                 1.8754,                0.42755,                0.92933,              0.0021592,              0.0021592,              0.0021592
                    794,                0.57951,                0.54086,                0.37469,                0.83855,                0.95916,                0.95018,                 0.9469,                0.74001,                0.94533,                0.92296,                0.92264,                0.52996,                0.79468,                 1.8804,                0.43873,                0.93316,              0.0021493,              0.0021493,              0.0021493
                    795,                0.59346,                0.54163,                 0.3881,                0.83395,                0.95584,                0.94662,                0.94954,                0.73978,                0.93882,                0.92831,                 0.9244,                0.53299,                0.77669,                 1.8477,                0.44791,                0.93614,              0.0021394,              0.0021394,              0.0021394
                    796,                0.58161,                0.55226,                0.37645,                0.83239,                0.96005,                0.94306,                0.95071,                0.73976,                0.94189,                0.92527,                0.92122,                0.53434,                0.76753,                 1.8148,                0.45236,                0.93831,              0.0021295,              0.0021295,              0.0021295
                    797,                0.58962,                 0.5351,                0.38627,                0.84562,                0.96009,                0.94163,                0.95333,                0.74198,                0.94194,                0.92384,                0.92781,                0.53724,                0.77016,                 1.7991,                0.44335,                0.93852,              0.0021196,              0.0021196,              0.0021196
                    798,                  0.594,                0.54961,                0.38487,                0.83964,                0.95436,                0.95018,                0.95224,                0.73832,                0.94194,                0.93594,                0.93302,                0.53543,                0.78381,                 1.8114,                0.43449,                0.93959,              0.0021097,              0.0021097,              0.0021097
                    799,                 0.6038,                0.56597,                0.38415,                0.83541,                0.95538,                0.94662,                0.95173,                 0.7393,                0.94083,                0.93238,                0.92932,                0.54118,                0.78226,                 1.7589,                0.43804,                0.93629,              0.0020998,              0.0020998,              0.0020998
                    800,                0.57876,                0.56182,                0.37742,                0.83139,                0.95239,                0.95018,                0.94953,                0.73915,                0.93812,                0.93594,                0.93127,                0.53853,                0.78701,                 1.7713,                0.44181,                0.93187,              0.0020899,              0.0020899,              0.0020899
                    801,                0.57306,                0.52918,                0.37793,                0.83655,                 0.9505,                0.95676,                0.94932,                0.74244,                0.93283,                0.93899,                0.93309,                0.54153,                0.77816,                 1.6713,                0.43089,                0.92729,                0.00208,                0.00208,                0.00208
                    802,                0.58208,                0.56593,                0.38385,                0.83577,                0.94716,                0.95694,                0.94175,                0.72999,                0.93829,                0.91979,                0.92322,                0.52674,                0.78039,                 1.7559,                0.43974,                0.93554,              0.0020701,              0.0020701,              0.0020701
                    803,                0.60229,                0.58593,                0.38746,                0.83963,                0.94662,                 0.9573,                 0.9439,                0.72781,                0.92162,                0.92883,                0.91953,                0.52319,                0.78944,                 1.8671,                 0.4386,                0.94681,              0.0020602,              0.0020602,              0.0020602
                    804,                0.58048,                0.59326,                0.38126,                0.84368,                0.94718,                 0.9572,                0.94744,                 0.7341,                0.92497,                0.92527,                0.91937,                0.52264,                0.78526,                 1.9075,                0.43756,                0.94258,              0.0020503,              0.0020503,              0.0020503
                    805,                 0.5982,                 0.5507,                0.38644,                0.83515,                0.94468,                0.95374,                 0.9445,                0.74139,                0.91815,                0.93238,                0.91856,                0.52045,                0.77191,                 1.8501,                0.43178,                0.93197,              0.0020404,              0.0020404,              0.0020404
                    806,                0.58453,                0.55625,                0.38034,                0.83858,                0.94258,                 0.9573,                0.94546,                0.74353,                0.91435,                0.92883,                0.91091,                 0.5201,                0.77887,                 1.8903,                0.43474,                0.93571,              0.0020305,              0.0020305,              0.0020305
                    807,                0.57645,                0.54029,                0.38165,                0.83405,                 0.9493,                0.94306,                0.94818,                0.74199,                0.93269,                0.90747,                0.91279,                 0.5206,                0.79211,                 1.9045,                0.45133,                0.93453,              0.0020206,              0.0020206,              0.0020206
                    808,                0.57623,                0.54865,                0.37606,                0.83669,                0.95616,                0.93132,                0.94693,                0.74247,                0.93781,                0.91237,                 0.9174,                0.52409,                0.78655,                 1.8226,                0.44787,                0.93245,              0.0020107,              0.0020107,              0.0020107
                    809,                0.58079,                0.53484,                0.37622,                0.83629,                0.95978,                0.93417,                0.94866,                0.74535,                0.94864,                0.92032,                0.93232,                0.52217,                0.78229,                 1.7821,                0.45031,                0.92721,              0.0020008,              0.0020008,              0.0020008
                    810,                0.56935,                0.53643,                0.36568,                0.84446,                0.95984,                0.93561,                0.95039,                0.74358,                0.94517,                0.92015,                0.92825,                0.52676,                0.76175,                 1.7842,                0.44718,                0.92142,              0.0019909,              0.0019909,              0.0019909
                    811,                0.56381,                0.55299,                0.37646,                0.83481,                0.95311,                0.94306,                0.94877,                 0.7415,                0.93869,                0.92883,                0.92831,                0.52759,                0.74321,                 1.7888,                0.45109,                0.92058,               0.001981,               0.001981,               0.001981
                    812,                0.59738,                0.56841,                0.39046,                0.83996,                0.94997,                  0.946,                0.94498,                0.74069,                0.93925,                0.93532,                 0.9314,                0.54172,                0.73676,                 1.7461,                0.43903,                0.92302,              0.0019711,              0.0019711,              0.0019711
                    813,                0.57088,                0.56434,                0.37867,                0.83079,                0.94825,                0.95374,                0.94732,                0.73996,                0.93763,                0.94306,                0.93226,                0.54107,                0.74588,                 1.7714,                 0.4596,                0.92874,              0.0019612,              0.0019612,              0.0019612
                    814,                0.55922,                0.56967,                0.37485,                0.83221,                0.94661,                0.95018,                0.94517,                0.73998,                0.93242,                0.93594,                0.93126,                0.53668,                0.76362,                 1.8486,                0.45402,                0.93217,              0.0019513,              0.0019513,              0.0019513
                    815,                0.60057,                0.63319,                0.39874,                0.84051,                0.95184,                0.94306,                0.94159,                0.74137,                0.93388,                0.92527,                0.92429,                0.53284,                0.77653,                  1.835,                0.45536,                0.93417,              0.0019414,              0.0019414,              0.0019414
                    816,                0.58795,                0.56613,                0.38534,                0.82915,                0.95147,                0.94306,                 0.9422,                0.73915,                0.93213,                0.92868,                0.92125,                0.53385,                0.77396,                 1.7921,                0.44946,                0.93231,              0.0019315,              0.0019315,              0.0019315
                    817,                0.57524,                 0.5438,                0.37473,                0.83903,                0.95476,                 0.9395,                0.94196,                0.74234,                0.94023,                0.92527,                 0.9326,                0.53578,                0.78121,                 1.6898,                  0.436,                0.93242,              0.0019216,              0.0019216,              0.0019216
                    818,                0.57025,                0.55495,                0.37277,                0.83063,                0.93877,                0.95374,                0.94247,                0.74367,                0.94552,                0.92639,                0.93187,                0.53122,                0.77677,                 1.6375,                0.43604,                0.93251,              0.0019117,              0.0019117,              0.0019117
                    819,                0.57332,                0.52191,                0.37106,                0.83453,                0.95278,                 0.9395,                0.94626,                0.75236,                0.93834,                0.92527,                0.93149,                0.52667,                0.77796,                 1.7024,                0.43462,                0.93478,              0.0019018,              0.0019018,              0.0019018
                    820,                0.59602,                0.57334,                0.38741,                0.83954,                0.95329,                0.94662,                0.94702,                0.74887,                 0.9423,                0.93594,                0.93746,                0.52728,                0.77597,                 1.7372,                0.43211,                0.93328,              0.0018919,              0.0018919,              0.0018919
                    821,                0.56165,                0.53049,                 0.3736,                 0.8352,                0.95662,                0.94166,                0.94508,                0.74382,                0.94216,                0.92743,                0.93005,                0.53457,                0.77122,                 1.7631,                0.43835,                0.93258,               0.001882,               0.001882,               0.001882
